SUBJECT_NUMBER,Chest,Weight,Hip,Height,Waist,Inseam
114,41.42,194.26,40.43,68.31,37.36,29.75
117,40.51,190.3,41.14,72.05,36.06,34.47
118,39.17,156.86,38.19,67.95,32.83,29.94
122,38.03,179.52,39.29,70.2,32.48,31.72
123,40.63,166.32,38.11,65.71,35.98,29.91
126,36.89,131.78,34.61,69.21,29.88,34.71
195,39.84,185.02,40.55,70.39,37.44,31.64
203,38.58,181.28,40.43,72.01,34.88,32.5
207,40.12,182.16,39.92,68.7,35.51,31.4
208,42.09,184.36,41.81,64.69,38.23,30.22
211,41.06,182.82,40.35,66.85,37.95,30.26
214,41.77,198.88,42.01,67.99,36.57,31.8
220,41.26,172.92,38.94,68.27,36.42,29.24
222,40.98,165.22,37.6,66.3,34.41,29.43
223,35.28,152.24,37.8,65.63,32.83,29.16
224,42.44,173.8,38.82,66.14,38.62,29.16
225,40.47,185.46,40.24,70.28,34.02,33.84
226,39.09,184.58,39.02,74.21,33.35,35.34
228,39.33,169.18,37.72,72.48,32.72,34.16
289,38.62,187.44,40.71,67.01,35.91,31.13
290,44.96,215.38,43.27,68.43,38.74,31.32
295,37.56,152.68,36.26,68.19,32.72,32.54
297,39.65,156.64,35.91,68.46,31.69,31.4
298,38.23,170.94,37.83,73.9,30.63,34.91
299,38.78,172.04,39.41,67.91,33.74,31.95
302,36.85,166.32,40.31,67.09,33.39,31.87
310,40.24,185.68,41.26,68.82,36.22,30.65
311,38.78,158.4,38.19,64.84,33.54,29.67
315,34.29,133.32,35.31,66.89,28.62,30.42
316,41.18,182.6,39.41,69.33,34.61,31.87
317,39.69,163.46,38.58,65.79,32.36,28.41
320,39.84,174.02,41.26,64.72,33.62,29.43
321,42.44,179.52,39.88,68.46,37.48,32.5
322,35.59,150.48,36.97,68.86,30.91,31.56
376,42.87,222.86,41.81,72.64,36.73,35.26
377,42.52,223.96,43.7,76.93,38.43,34.94
383,37.6,171.16,37.36,72.6,31.18,35.61
384,35.43,128.7,34.8,63.03,31.06,29.43
385,37.24,183.48,39.76,72.68,33.86,34.75
386,38.82,159.94,37.87,65.83,36.14,29.63
389,40.79,231.66,44.49,76.14,37.44,36.36
393,37.52,178.64,39.21,73.31,32.52,33.33
397,37.87,145.2,36.1,66.69,32.13,31.4
406,40.87,184.8,40.79,68.5,37.05,31.76
407,40.43,204.16,42.2,68.46,35.91,30.69
409,41.1,181.06,39.41,67.68,33.62,29.87
411,36.89,160.6,37.2,67.8,33.66,31.24
413,42.87,190.74,40.47,69.92,37.52,32.03
414,43.27,236.72,45.04,74.69,40.39,34.12
419,41.18,172.48,39.02,68.11,35.0,30.77
423,40.31,181.94,39.21,66.46,37.48,27.62
425,42.68,194.26,42.2,66.61,37.2,29.67
426,44.17,194.04,41.14,70.0,35.2,33.02
432,36.34,170.28,36.97,71.81,30.55,33.92
475,37.36,159.72,36.77,68.66,33.39,33.17
476,42.52,190.96,39.61,69.41,35.98,32.35
478,40.12,201.52,41.02,73.19,36.89,35.3
481,45.35,197.78,41.34,65.71,39.09,30.02
485,37.09,146.08,35.51,67.13,31.02,30.69
488,34.72,160.6,37.24,69.09,29.37,32.23
489,40.35,194.7,42.44,69.13,36.18,32.27
490,40.51,189.2,39.92,73.46,34.29,33.57
491,42.28,216.7,43.23,72.32,37.05,34.0
492,40.59,184.14,39.84,69.21,35.28,32.86
514,39.69,190.08,40.35,72.32,31.06,36.32
518,33.62,148.28,35.75,72.24,27.87,35.69
520,40.35,198.66,42.05,69.13,35.71,32.03
532,39.17,202.4,41.14,74.29,37.24,33.96
550,42.99,203.28,40.0,71.54,36.54,32.15
575,37.87,156.42,37.44,67.72,31.65,32.11
579,41.69,200.42,41.73,72.28,36.34,32.94
682,35.47,144.32,36.18,63.66,30.12,29.28
704,33.54,124.3,33.27,65.75,26.89,28.69
706,37.2,170.28,38.74,70.71,31.54,32.11
747,38.27,158.62,38.94,64.13,31.97,27.46
762,36.06,146.08,36.65,68.15,30.51,31.87
810,39.53,174.46,38.39,67.64,34.02,31.13
834,38.35,176.0,38.9,72.8,31.46,33.17
852,41.46,192.72,40.35,72.83,34.88,33.96
855,40.55,180.4,40.51,66.77,34.84,29.35
861,36.3,141.9,35.39,73.15,29.29,34.55
863,40.63,180.4,39.96,70.67,33.82,33.06
903,44.45,212.3,41.93,72.87,36.97,34.75
915,42.87,220.44,43.23,69.41,38.98,33.45
924,39.41,196.24,42.09,71.22,35.39,31.91
928,39.41,193.16,41.02,68.31,33.11,32.27
942,38.62,168.74,39.02,70.0,34.33,31.44
949,38.82,172.48,39.17,67.24,34.96,29.98
978,39.06,190.74,38.82,71.57,32.95,33.41
992,40.59,210.54,43.07,74.33,36.97,34.31
1041,42.2,228.14,42.44,73.7,38.11,34.12
1068,41.85,178.42,39.57,67.44,34.69,30.46
1076,35.94,140.58,36.34,68.78,29.45,30.34
1189,37.6,147.84,36.38,67.95,29.96,29.79
1196,37.13,166.1,37.83,69.84,31.93,31.72
1219,42.24,182.38,40.2,67.64,37.24,30.1
1223,43.23,210.32,42.48,68.5,37.4,31.72
1230,37.99,179.3,38.62,69.09,30.31,33.02
1285,37.28,157.74,37.2,68.19,32.09,32.82
1288,36.34,144.98,36.81,66.34,27.83,31.01
1291,36.97,157.3,37.05,69.45,30.47,32.11
1335,45.2,235.18,48.78,67.36,40.91,29.08
1343,40.04,165.0,36.73,69.53,31.26,31.13
1366,38.27,159.06,37.56,65.83,31.02,28.69
1368,41.46,197.12,42.13,67.32,35.28,29.2
1380,42.76,198.44,41.3,67.95,37.72,30.69
1406,37.48,150.04,36.22,71.85,29.33,33.41
1418,42.99,203.72,41.81,70.43,37.95,31.17
1432,39.45,162.58,38.27,65.39,34.13,28.65
1438,39.06,174.24,38.9,68.31,34.45,31.76
1441,38.9,185.68,38.07,73.94,31.65,35.54
1444,39.37,164.12,38.11,68.5,35.24,30.73
1463,36.54,162.8,37.87,68.43,32.09,31.8
1464,43.15,195.14,40.16,72.32,36.14,33.33
1468,39.84,183.92,40.2,68.62,35.35,31.2
1469,38.82,185.24,40.75,73.58,31.89,34.79
1470,39.33,178.2,38.27,72.17,33.03,35.06
1474,39.57,157.74,37.48,64.72,33.74,29.2
1476,39.29,178.42,40.47,69.72,32.99,30.3
1484,43.19,203.94,41.26,70.0,37.32,32.15
1493,40.31,189.86,38.98,75.08,33.03,35.93
1496,36.18,143.22,35.39,71.1,30.2,34.08
1498,39.09,195.36,41.14,75.31,32.72,35.22
1499,40.28,164.56,37.01,73.98,30.91,34.79
1500,40.43,176.0,38.82,71.85,34.17,31.91
1501,35.24,138.6,36.02,66.54,30.16,30.18
1524,41.38,195.58,42.01,70.43,36.89,33.09
1546,36.26,156.42,37.2,70.83,28.7,33.96
1551,41.3,183.92,39.61,70.67,35.87,32.82
1558,40.0,185.24,41.22,68.54,35.87,31.4
1559,38.7,167.86,38.03,69.88,31.5,33.61
1572,37.64,152.9,36.5,67.87,31.61,32.27
1576,41.46,163.68,39.92,65.79,34.45,28.65
1589,39.84,179.08,40.12,70.28,33.74,32.35
1593,35.63,158.4,36.06,70.67,29.88,32.39
1604,36.46,141.24,35.59,68.54,31.34,32.39
1618,36.14,151.36,35.75,66.77,31.34,32.15
1648,40.79,194.7,41.46,70.47,36.54,31.68
1652,39.41,178.86,38.27,69.33,31.61,32.98
1668,33.35,119.9,33.9,63.54,29.02,27.9
1683,43.66,224.84,42.91,73.23,37.6,32.31
1685,34.84,146.3,36.93,67.95,29.53,32.03
1720,37.4,157.52,37.2,69.84,33.07,33.33
1729,37.8,158.4,36.97,69.41,29.45,31.87
1752,39.45,190.74,40.59,71.46,32.44,33.84
1794,41.73,187.88,40.08,68.03,36.38,29.94
1861,38.23,169.62,38.94,67.05,33.7,30.06
1890,36.85,193.82,40.87,69.69,34.09,32.19
1909,41.02,173.36,39.69,67.09,37.13,30.54
1921,40.47,182.6,40.31,69.17,34.96,30.77
1972,40.0,180.18,40.75,68.9,36.26,29.59
2044,35.35,149.16,36.22,70.79,30.04,31.87
2048,42.2,201.08,41.61,71.14,35.43,33.57
2061,35.08,118.8,32.56,63.9,27.68,29.63
2201,39.02,161.48,37.83,65.12,32.17,29.39
2205,36.02,174.24,39.41,72.72,31.38,35.34
2216,37.2,152.68,37.52,67.05,30.04,31.09
2222,37.24,175.34,39.21,69.72,32.83,31.68
2226,42.48,177.98,38.94,68.46,36.06,30.97
2232,38.43,174.02,39.57,69.88,33.23,33.06
2241,41.89,197.56,40.87,66.97,36.46,30.85
2244,36.42,147.84,36.69,69.53,30.04,31.99
2250,43.78,195.8,40.83,70.75,37.99,33.09
2252,39.06,188.1,40.28,73.07,35.08,34.16
2256,39.8,172.7,38.43,72.09,32.48,35.06
2257,38.43,166.98,38.27,68.58,33.23,29.79
2287,41.46,174.68,38.78,68.46,33.46,31.8
2294,39.41,196.68,40.98,71.3,34.45,34.04
2299,38.66,195.8,41.89,73.62,33.86,34.43
2300,40.16,173.8,38.43,68.07,33.11,31.91
2335,36.73,143.22,35.55,66.73,31.18,31.91
2340,38.94,171.82,38.66,71.89,35.83,33.37
2344,35.94,151.14,36.54,65.94,30.43,29.35
2357,34.65,145.64,34.76,70.51,28.27,32.62
2390,37.01,153.56,37.6,67.36,30.63,30.42
2410,40.39,170.72,38.31,68.11,35.67,29.98
2452,36.65,151.8,35.94,69.8,30.0,32.82
2481,37.09,159.94,38.11,65.98,30.87,28.41
2484,39.06,183.7,38.82,72.95,35.28,34.98
2507,36.5,166.54,37.72,71.81,33.03,33.65
2594,39.45,165.88,37.56,68.03,32.32,30.65
2626,38.78,168.08,37.28,67.32,33.66,30.3
2627,37.72,153.12,36.22,69.96,30.0,31.32
2629,40.75,193.38,41.18,70.43,34.61,32.31
2630,43.66,200.2,41.02,67.24,36.22,29.2
2648,35.71,149.6,36.61,68.74,29.8,30.61
2657,45.04,210.54,40.94,68.43,38.19,29.04
2673,38.7,170.72,39.61,67.68,34.06,31.2
2674,36.5,150.04,36.97,68.31,33.07,31.32
2689,38.62,166.1,37.28,69.76,31.38,33.84
2713,42.36,225.72,42.4,73.74,37.13,34.91
2721,38.11,142.78,34.61,66.81,30.12,31.48
2730,37.56,164.78,37.87,69.21,31.14,33.09
2743,40.59,182.6,39.13,71.54,33.07,33.49
2760,46.1,230.78,43.86,73.62,39.88,34.47
2785,40.83,205.7,41.69,73.54,35.28,33.33
2804,36.77,155.98,38.5,70.24,31.81,32.23
2821,40.83,177.1,39.37,69.41,32.56,31.09
2822,38.74,176.88,39.69,68.86,34.49,30.69
2825,37.32,170.72,38.54,68.98,32.01,31.48
2856,40.0,163.9,37.44,70.24,33.74,31.99
2878,35.63,149.82,36.14,69.65,30.67,32.43
2890,41.06,194.26,40.75,69.92,36.81,30.14
2896,36.54,157.96,37.72,68.23,33.5,29.24
2906,37.6,175.78,39.84,70.24,31.02,33.65
2916,36.65,149.16,36.14,67.52,31.81,31.56
2926,36.14,151.14,37.36,70.0,29.57,33.02
2932,43.23,205.26,42.44,69.17,38.07,32.62
2933,41.38,183.7,41.69,70.08,35.67,31.48
2936,34.76,145.42,34.29,70.63,28.9,33.92
2937,38.43,168.3,37.95,68.98,31.65,29.51
2941,35.91,145.2,36.22,71.06,28.27,31.48
2947,38.07,178.86,40.0,70.98,31.93,35.73
2955,41.14,177.98,37.6,73.03,33.35,36.09
2960,34.92,154.44,37.09,73.39,30.63,33.61
2987,35.63,135.3,35.08,67.48,28.62,30.46
2988,40.04,191.84,40.91,70.98,33.27,33.06
3001,39.53,175.34,39.13,69.37,32.48,32.98
3011,44.41,229.24,42.52,71.77,39.61,30.85
3012,39.29,150.26,37.4,70.04,30.31,33.06
3023,39.09,190.3,40.79,74.57,33.58,34.67
3024,44.21,202.4,42.2,69.37,39.45,31.52
3029,44.06,199.76,38.78,74.09,34.33,35.54
3036,36.18,166.1,38.23,72.28,29.92,33.33
3040,35.12,149.6,37.48,65.35,31.34,27.5
3041,38.03,153.56,36.22,65.87,33.11,29.0
3043,36.81,177.32,38.74,73.66,31.06,34.94
3045,39.8,187.66,39.92,68.74,36.93,31.28
3049,37.72,161.04,37.68,68.86,30.16,32.03
3060,38.46,177.32,39.84,68.11,33.66,31.01
3193,36.97,174.68,39.45,69.76,32.83,33.92
3208,34.06,132.66,35.24,64.13,29.45,27.07
3216,36.57,133.76,35.43,65.12,29.53,28.92
3224,40.91,193.38,39.92,70.55,35.51,34.28
3246,36.54,168.96,38.19,72.4,31.22,34.55
3253,40.67,163.02,38.11,66.5,33.15,31.56
3255,37.64,153.12,37.8,69.37,30.87,32.39
3257,37.64,162.8,37.17,69.13,33.19,32.07
3262,37.4,148.72,36.61,67.09,31.65,30.61
3283,39.76,186.12,41.26,71.89,32.68,33.06
3296,43.11,176.0,38.15,67.83,37.2,30.77
3303,40.91,179.3,40.04,69.17,35.35,32.15
3319,40.51,194.04,42.52,72.2,34.49,33.76
3342,34.02,142.78,36.1,68.94,28.54,31.56
3344,41.81,187.88,39.72,66.06,35.43,30.1
3348,38.11,164.12,35.98,69.21,32.32,33.13
3379,38.39,138.82,35.79,64.49,30.55,28.13
3380,33.31,125.18,34.84,65.0,27.64,28.25
3390,34.72,140.58,36.06,67.52,29.29,31.2
3398,36.46,153.34,38.19,65.79,31.02,32.66
3407,39.88,193.6,40.87,69.06,35.43,32.58
3422,41.22,206.8,42.24,70.31,35.2,33.53
3437,46.54,267.74,44.53,76.46,41.89,36.32
3453,37.72,144.54,37.24,66.34,30.87,30.14
3484,36.73,158.18,37.8,71.02,31.46,34.08
3508,40.87,181.06,39.13,69.25,37.32,30.65
3510,37.44,163.24,38.5,65.79,31.81,29.91
3516,37.83,157.08,36.22,69.65,31.34,34.24
3531,37.24,158.18,37.72,66.26,30.91,29.75
3535,35.31,143.22,34.61,66.61,29.02,30.54
3538,36.54,150.26,36.57,67.8,33.35,31.09
3542,34.21,109.78,31.81,64.09,28.35,31.13
3557,35.71,146.96,36.93,65.31,31.81,28.57
3571,38.31,168.74,37.6,70.24,34.76,32.62
3572,37.99,144.32,39.45,67.99,34.33,30.77
3575,38.43,174.68,38.82,73.58,33.23,34.71
3579,37.95,169.4,37.64,70.39,32.76,34.12
3585,39.21,159.72,37.2,72.05,31.61,34.2
3607,41.97,193.6,43.11,66.97,37.44,29.98
3609,37.2,161.7,38.58,65.75,32.68,31.17
3627,39.09,164.12,38.11,68.07,32.36,31.6
3631,37.87,159.72,38.78,67.01,32.99,29.59
3638,38.27,165.66,38.35,69.37,32.17,32.54
3648,37.99,147.62,37.76,67.17,32.48,30.89
3657,39.92,168.74,37.56,67.36,33.98,33.37
3660,36.54,148.06,36.22,70.31,30.16,32.31
3670,38.54,170.28,38.62,71.1,31.69,32.27
3686,39.69,192.06,41.97,69.96,34.02,33.45
3719,35.63,153.78,37.56,68.39,29.45,31.52
3761,41.5,196.02,41.5,71.02,36.1,31.99
3771,44.61,228.36,44.02,73.39,38.07,32.58
3774,38.86,154.88,35.35,66.85,29.88,30.02
3813,37.6,149.82,36.3,67.32,31.5,28.92
3815,43.23,216.7,42.83,73.03,37.83,34.2
3836,43.11,199.54,39.92,69.57,35.94,33.33
3880,40.63,176.22,39.88,72.52,35.0,34.39
3883,41.06,178.86,40.31,65.94,36.85,30.22
3884,37.99,155.32,37.05,69.45,31.97,32.03
3885,39.61,159.28,36.3,67.87,33.7,32.66
3886,38.74,187.0,40.47,70.31,34.09,31.28
3887,41.46,189.2,40.51,70.67,34.96,32.66
3895,38.58,172.7,40.63,68.15,31.81,30.06
3978,37.2,163.9,38.74,70.12,32.99,33.72
3982,42.95,200.2,42.8,68.43,39.06,30.06
3983,40.59,173.36,39.29,69.41,33.78,31.44
3984,41.18,200.86,41.14,69.88,38.35,31.01
3985,44.06,191.18,39.84,70.28,36.42,31.17
4217,40.83,176.66,36.89,71.73,31.73,33.72
4236,39.02,160.6,38.78,67.01,32.76,29.75
4242,39.33,173.58,39.25,65.39,35.31,28.72
4253,41.57,157.3,37.13,66.73,33.31,31.44
4255,39.06,170.94,39.57,73.74,33.19,35.06
4256,42.72,217.36,42.99,74.25,36.42,34.08
4268,39.65,167.2,38.78,71.61,32.01,33.33
4272,38.62,170.5,38.78,69.09,32.56,31.4
4273,39.02,156.86,36.81,66.61,33.86,29.55
4274,36.93,165.88,37.44,69.33,31.3,31.91
4276,37.64,157.96,36.34,69.09,31.46,31.09
4277,38.39,155.1,36.3,67.72,31.97,29.55
4301,37.76,181.5,39.02,72.52,31.57,33.88
4329,35.24,136.62,34.65,67.99,29.61,30.81
4347,40.16,181.94,39.09,68.86,33.15,30.85
4354,41.34,173.14,38.43,66.65,34.49,30.65
4393,33.46,124.3,33.78,64.84,26.57,30.73
4419,37.56,170.5,38.66,69.8,29.92,33.25
4444,41.77,216.26,43.19,70.71,37.6,31.68
4452,38.43,184.8,41.06,70.63,33.66,31.76
4460,36.65,154.88,36.38,67.95,29.45,32.5
4493,34.72,140.58,35.71,68.35,31.34,32.39
4509,37.28,144.1,35.47,64.92,32.4,30.38
4511,35.98,133.98,35.28,65.91,29.17,30.06
4513,40.79,169.62,39.29,67.05,34.61,29.51
4514,38.27,169.4,39.41,68.39,32.95,31.28
4525,38.54,162.58,38.19,67.36,32.13,29.75
4531,36.02,137.72,35.08,63.58,30.43,30.14
4580,39.17,170.06,39.33,66.69,33.82,30.3
4638,45.04,188.1,40.51,62.09,35.51,26.95
4645,41.89,184.8,40.79,70.59,35.2,31.91
4677,42.6,193.6,41.3,68.74,36.65,30.1
4678,44.25,208.12,41.5,71.18,36.97,33.88
4679,39.69,162.58,38.35,67.4,34.57,30.57
4692,39.92,185.46,40.16,68.5,33.82,30.5
4701,37.2,170.94,37.36,72.01,30.39,34.59
4716,36.38,141.46,35.35,65.04,28.78,29.31
4728,39.45,167.2,38.27,69.41,32.76,31.64
4736,42.48,227.04,43.35,74.33,36.57,35.38
4755,35.35,151.36,36.5,67.91,31.1,31.6
4768,40.94,188.98,40.87,69.37,33.35,32.43
4769,38.5,180.84,40.51,70.16,33.03,31.52
4771,40.0,194.7,40.08,70.79,33.98,33.33
4777,38.19,168.52,40.43,70.39,32.4,33.25
4778,39.29,180.84,39.33,70.71,33.39,33.41
4783,38.39,166.76,38.27,69.21,31.93,30.18
4823,43.9,205.26,41.34,71.42,37.56,32.94
4824,39.53,173.36,40.16,66.93,34.72,31.4
4863,37.17,136.62,35.75,64.29,29.17,29.94
4873,38.7,164.78,39.69,66.3,36.42,30.89
4885,39.72,179.3,38.9,71.77,32.36,33.45
4891,35.55,144.76,36.42,68.74,30.67,32.15
4935,39.8,165.88,36.89,68.74,30.67,31.44
4945,38.7,170.94,37.99,73.86,32.05,35.81
4952,36.57,158.18,36.93,71.65,30.79,33.09
4954,38.03,173.8,37.6,70.79,30.91,32.66
4996,41.61,181.06,38.82,69.37,35.75,32.78
5013,40.2,172.92,38.7,66.77,36.5,31.36
5014,37.13,142.12,37.24,64.69,30.08,29.31
5015,40.67,186.78,39.49,68.35,33.58,32.23
5023,39.65,169.4,38.98,69.09,33.7,31.99
5027,40.71,187.44,40.47,70.51,35.91,31.95
5031,38.15,179.96,40.98,66.93,34.69,31.72
5069,37.56,171.38,40.12,67.13,33.66,28.88
5100,37.72,147.84,37.2,68.98,31.22,32.19
5106,38.9,154.66,36.57,65.35,31.46,30.1
5153,40.75,182.16,39.8,65.59,35.43,28.53
5155,35.12,131.34,35.51,66.02,28.74,30.14
5156,36.46,148.06,36.93,65.04,32.4,31.44
5205,34.41,143.44,36.26,71.97,30.12,34.31
5206,41.81,192.94,39.92,73.31,36.38,33.45
5209,35.12,150.48,36.3,69.84,28.66,32.19
5214,36.93,169.84,36.73,67.48,32.64,31.56
5221,37.36,150.7,36.65,66.22,30.55,28.88
5241,37.52,154.66,37.72,65.08,31.57,29.87
5270,40.79,190.96,40.08,69.41,37.48,31.48
5273,39.33,172.48,38.46,67.52,33.11,29.83
5282,42.76,182.16,38.78,69.88,35.71,31.32
5290,39.21,185.24,41.1,68.54,34.8,31.6
5300,34.57,121.0,33.39,61.81,29.41,28.33
5312,38.98,184.14,40.71,70.24,34.88,31.72
5322,41.54,167.2,38.11,65.0,37.13,29.98
5323,41.69,180.4,39.45,68.03,33.98,30.65
5325,39.61,153.34,37.24,65.28,33.62,30.3
5326,38.27,143.44,37.24,64.49,31.69,28.84
5333,45.08,210.98,42.52,73.54,37.36,33.25
5357,38.07,150.7,36.77,69.76,31.22,32.7
5372,35.39,136.4,36.22,65.35,29.09,30.5
5397,34.25,125.84,34.29,64.69,28.31,30.22
5409,36.5,143.66,37.09,69.49,30.51,31.4
5410,40.0,170.5,38.66,68.9,33.5,31.36
5433,41.57,185.02,40.63,65.04,36.22,29.08
5467,38.46,176.66,38.82,70.79,33.86,31.83
5480,38.78,190.08,41.3,69.02,34.02,30.85
5481,40.63,201.08,40.51,73.62,35.51,35.14
5494,36.42,152.68,37.64,67.6,31.26,30.97
5553,35.31,143.66,35.87,70.04,29.69,32.9
5579,40.43,187.88,39.57,70.24,34.8,32.23
5595,39.29,163.46,36.69,65.83,34.49,31.99
5604,40.83,187.44,41.02,67.6,33.9,31.87
5649,41.18,185.68,39.88,69.61,34.88,30.77
5654,37.44,155.98,37.48,67.05,31.02,31.05
5709,38.07,163.68,38.27,68.66,33.94,31.36
5720,45.08,238.26,44.61,71.97,39.84,33.96
5724,43.7,217.36,42.64,74.21,36.26,35.02
5744,37.6,169.62,38.94,69.02,32.72,31.87
5796,36.65,144.32,35.12,67.17,29.06,32.19
5800,35.91,143.88,36.18,68.54,30.0,32.66
5826,37.24,155.76,37.72,64.25,33.07,29.31
5827,41.93,179.96,38.62,70.55,35.35,30.89
5852,39.92,181.5,39.61,72.32,33.86,33.25
5878,37.91,141.68,35.67,67.01,29.61,32.11
5911,38.7,174.24,38.27,70.16,34.37,32.39
5937,36.89,155.76,36.93,66.26,31.34,30.06
5940,37.83,186.12,37.05,79.21,30.67,41.01
5959,44.88,222.42,41.93,72.99,39.49,32.98
5964,40.67,187.0,39.57,69.29,34.37,31.68
5973,38.82,153.12,36.5,70.94,32.32,33.41
6012,42.2,193.6,42.09,68.66,36.97,30.93
6027,39.84,205.04,41.85,73.7,35.2,35.26
6030,42.24,184.36,40.16,66.81,35.59,30.3
6050,34.53,156.86,37.6,73.5,30.63,33.29
6057,39.49,158.62,36.69,67.64,31.3,32.23
6098,45.71,234.3,44.88,73.9,38.9,33.65
6118,41.97,188.32,41.85,67.09,35.91,30.65
6126,36.22,155.1,35.98,71.97,30.79,34.39
6137,39.21,179.74,40.24,68.9,33.9,31.2
6156,36.61,170.94,39.37,67.28,33.23,30.73
6179,38.5,147.18,35.67,66.69,31.1,30.46
6194,36.65,155.98,36.14,71.57,29.37,32.5
6208,39.61,161.92,37.83,70.35,31.93,33.88
6211,33.66,123.64,33.5,67.13,28.27,31.32
6214,38.07,163.24,39.65,66.06,31.22,31.36
6218,38.27,160.38,38.62,64.65,32.48,28.8
6219,35.91,134.2,34.29,64.33,29.53,28.25
6233,38.82,156.42,36.77,67.64,30.51,31.2
6245,37.2,162.36,37.68,69.06,32.36,31.05
6250,35.47,156.2,38.03,69.41,30.24,31.28
6252,38.35,167.42,37.13,70.47,34.17,32.86
6266,39.13,171.82,39.21,63.9,35.35,30.02
6286,42.95,220.66,40.79,76.18,35.35,37.78
6291,40.28,180.84,39.41,70.71,32.72,31.48
6311,42.44,207.24,42.44,71.1,36.26,33.29
6334,45.98,223.52,43.19,69.49,40.35,31.56
6335,35.71,157.08,36.42,69.49,30.35,34.31
6342,43.5,221.1,43.82,71.02,39.17,33.57
6345,40.39,193.38,40.75,71.85,34.84,32.46
6364,42.48,183.26,40.59,74.02,34.92,35.93
6371,33.07,115.06,32.87,65.87,27.05,31.56
6372,36.77,160.82,38.54,68.27,32.2,29.94
6374,38.07,163.9,38.03,67.64,31.46,30.81
6375,41.34,184.8,39.29,65.94,36.14,28.37
6382,39.21,195.14,41.14,70.0,34.29,32.98
6383,42.24,214.94,42.64,71.97,36.22,34.59
6385,36.1,160.38,39.57,69.13,31.81,31.32
6389,36.02,144.54,37.01,66.34,29.88,29.39
6410,41.14,187.22,40.94,68.11,35.83,31.68
6415,37.17,145.86,36.34,65.83,31.34,30.89
6466,39.49,165.88,37.48,68.86,32.09,34.16
6531,35.12,145.2,36.54,64.06,29.8,28.88
6532,43.58,221.76,43.78,70.12,39.09,32.43
6538,33.43,120.56,33.54,65.63,26.61,30.14
6555,40.28,195.36,40.55,69.37,35.55,31.56
6572,45.0,223.52,41.14,71.42,40.75,32.35
6593,41.3,191.18,42.28,68.58,34.92,31.2
6600,34.25,139.26,35.12,69.49,28.43,33.21
6621,38.78,179.3,38.23,74.49,33.66,35.97
6624,41.42,188.32,41.77,71.77,34.88,34.16
6632,39.72,176.22,40.16,67.83,32.91,31.36
6646,37.72,156.42,36.5,68.82,31.89,33.21
6647,34.06,126.94,34.17,66.77,26.85,31.56
6652,43.94,193.6,40.16,67.87,37.72,29.87
6653,35.43,119.24,32.32,67.52,27.87,33.02
6656,36.42,159.28,37.4,71.14,29.45,32.27
6680,34.92,140.8,36.57,67.13,29.45,30.81
6693,39.96,167.64,39.09,69.72,33.35,31.99
6696,37.05,176.66,39.65,67.91,34.17,30.69
6737,38.03,188.32,40.51,71.38,34.29,33.29
6756,34.92,133.76,35.28,65.2,27.83,30.26
6770,37.52,152.24,37.99,63.54,32.36,27.66
6781,37.99,176.0,40.43,71.54,30.35,33.37
6826,38.35,199.76,40.87,73.11,32.2,35.81
6831,37.52,139.04,34.25,68.58,31.34,32.82
6840,37.68,160.6,37.28,67.83,30.98,31.05
6841,38.31,177.76,40.98,66.42,33.86,30.69
6851,37.72,156.86,36.93,70.55,30.87,33.96
6856,38.19,163.02,37.68,70.83,33.39,33.33
6858,41.97,181.28,40.2,65.24,36.54,29.31
6867,39.88,179.52,39.45,67.64,32.83,31.76
6918,43.11,212.3,41.14,72.36,39.84,32.46
6925,34.76,152.24,37.6,69.45,30.55,31.24
6955,38.03,155.98,36.3,67.95,32.64,31.72
6961,37.99,187.66,40.2,72.64,33.03,35.61
6962,42.09,199.98,42.83,67.09,37.01,30.1
6965,39.76,164.34,38.66,66.85,33.43,30.54
6972,35.83,151.14,36.06,69.41,29.57,31.13
6979,38.82,162.58,38.66,67.52,32.95,30.18
6982,45.16,218.68,40.87,70.59,37.44,31.56
6987,41.93,205.48,41.97,66.81,38.11,31.36
6988,40.0,180.18,40.31,71.57,32.87,34.35
7003,41.93,187.66,38.66,70.59,32.8,32.27
7053,42.95,195.8,41.54,67.24,38.35,30.54
7063,39.37,168.08,39.21,67.2,33.39,30.97
7187,37.6,175.78,40.24,71.93,29.72,34.12
7190,40.08,174.02,40.63,65.28,34.61,30.57
7192,39.61,143.88,38.94,65.79,32.01,31.44
7193,47.2,257.4,48.03,70.59,40.87,32.39
7198,36.65,149.82,36.42,69.17,31.1,31.95
7199,38.23,155.1,38.27,64.72,32.72,29.24
7214,36.97,171.6,39.13,68.54,31.38,31.32
7219,35.59,135.74,36.06,67.05,29.72,30.57
7243,36.3,150.26,36.61,69.76,28.31,34.0
7246,39.61,190.52,40.35,69.37,34.09,30.54
7260,35.75,139.04,35.16,66.54,29.76,30.1
7272,39.53,187.88,40.87,71.42,33.7,33.57
7274,36.06,143.44,36.38,66.5,31.22,31.17
7276,34.02,143.88,35.79,71.46,29.09,33.25
7290,39.69,189.86,40.39,69.37,33.54,31.01
7291,39.33,181.72,40.31,66.34,34.29,30.34
7295,40.75,187.0,41.93,69.09,34.84,31.13
7304,42.99,215.6,40.47,75.59,39.25,34.12
7305,37.76,174.24,38.82,72.76,32.64,35.02
7310,41.14,194.04,43.19,70.59,34.61,33.41
