SUBJECT_NUMBER,Chest,Weight,Hip,Sleeve,Height,Waist,Neck,Inseam,Forearm
15760,38.82,179.08,39.72,34.41,70.75,33.35,16.3,32.7,11.81
15765,35.59,161.7,37.76,35.12,68.86,29.53,16.42,33.53,12.76
15770,40.51,206.58,42.01,37.17,72.68,35.0,17.24,33.45,12.09
15776,41.14,192.94,41.69,36.1,70.28,35.59,16.85,35.02,11.81
15781,41.1,172.26,37.24,35.12,67.2,34.21,16.02,31.2,12.13
15782,37.56,159.28,38.03,32.99,69.09,34.37,16.06,32.39,11.57
15797,42.28,197.12,41.65,36.06,71.1,36.3,17.52,35.38,11.61
15799,39.09,156.64,37.83,32.48,64.09,34.06,15.79,28.72,11.61
15800,39.29,182.16,40.71,34.72,69.57,33.5,16.46,31.17,11.65
15821,37.52,174.02,38.5,35.0,71.3,34.06,17.09,32.58,11.89
15830,39.61,151.36,35.75,34.84,66.26,32.64,15.39,30.81,11.22
15846,39.02,165.22,38.11,34.8,67.05,30.79,16.06,31.6,11.46
15865,37.01,162.58,37.64,33.74,66.69,32.52,16.61,31.8,12.8
15896,43.15,220.0,40.87,37.95,73.7,38.66,16.89,35.73,13.39
16179,35.79,132.88,34.37,33.23,64.06,28.66,14.88,28.76,11.46
16182,38.19,173.58,39.25,34.57,69.8,32.99,16.26,31.8,12.01
16200,36.3,149.6,36.1,34.65,67.4,30.83,14.65,32.82,11.85
16214,37.13,150.48,35.28,35.94,70.55,29.92,15.91,35.3,11.93
16256,41.18,186.56,40.0,34.84,69.13,36.77,16.85,31.91,12.13
16259,37.8,162.8,36.46,37.24,70.39,31.5,15.71,33.06,12.52
16271,38.31,165.88,39.37,34.13,65.51,32.64,15.24,29.43,11.22
16283,39.84,183.48,40.39,35.51,69.29,34.25,15.63,30.89,12.17
16330,39.09,178.86,40.55,34.41,68.03,33.94,16.18,30.85,12.01
16351,37.01,162.36,36.57,35.28,70.24,30.39,15.75,31.4,12.17
16514,41.02,183.04,40.0,36.73,70.51,33.5,16.89,33.8,12.01
16522,44.29,214.94,43.39,35.55,69.25,38.86,16.85,31.8,13.66
16540,35.0,130.46,34.57,31.3,63.5,27.8,15.08,29.08,11.85
16558,34.96,152.46,37.91,34.65,68.23,29.92,15.39,31.28,11.81
16565,37.8,166.54,38.19,34.69,67.83,32.87,16.26,31.2,12.52
16567,44.41,199.54,41.73,35.59,66.89,37.99,17.28,30.65,12.6
16570,38.5,152.02,37.68,34.25,64.41,33.7,15.94,29.47,11.89
16612,40.2,184.14,40.94,34.96,67.76,34.57,15.28,30.89,11.73
16633,41.06,203.28,40.87,37.95,73.74,34.84,15.0,35.69,12.6
16665,35.55,153.56,35.51,35.59,67.87,29.29,15.08,33.09,12.2
16673,36.65,167.86,39.61,33.74,66.1,30.63,15.47,30.85,11.81
16681,42.24,200.86,43.07,37.56,72.95,36.42,15.59,34.47,12.01
16684,40.47,173.8,38.94,34.84,71.69,35.12,15.91,31.28,11.42
16689,37.01,134.2,33.7,33.94,67.28,30.04,15.55,31.8,11.22
16690,42.36,194.7,39.65,35.08,72.13,36.73,16.54,32.9,11.69
16693,42.72,196.46,38.98,38.15,72.72,32.68,17.48,34.98,13.35
16699,39.72,174.02,37.48,37.48,72.2,31.3,16.69,34.71,12.24
16701,42.32,205.7,41.85,35.12,68.19,37.91,16.57,30.61,12.48
16704,41.34,181.94,40.0,36.89,70.67,32.17,17.4,32.43,12.13
16706,40.43,187.88,41.1,35.63,65.87,32.95,16.02,31.8,12.8
16717,41.46,181.5,40.98,33.15,65.91,36.26,16.54,29.63,11.81
16720,38.15,181.06,40.04,36.46,70.94,32.2,16.54,32.54,11.42
16723,38.15,153.56,36.54,34.53,67.76,30.2,16.22,30.61,11.65
16737,50.43,257.18,43.43,37.09,72.6,41.5,19.88,33.13,14.53
16745,35.24,138.16,36.02,34.29,68.03,28.58,14.69,31.6,11.02
16791,39.02,163.02,37.87,34.13,66.69,31.5,15.51,30.65,12.05
16794,38.15,162.36,38.35,34.13,67.24,30.98,16.34,29.63,12.6
16799,37.13,153.34,37.09,35.87,69.29,29.84,15.31,32.46,11.5
16813,37.6,167.86,39.72,35.16,69.84,32.64,15.75,32.31,11.5
16817,42.52,200.2,40.35,37.83,72.6,35.31,17.09,33.96,12.64
16820,38.39,171.82,38.5,33.9,68.58,32.52,16.02,32.11,11.22
16826,37.24,155.54,35.75,36.14,69.84,29.45,15.94,32.66,11.97
16827,37.48,156.86,38.54,33.43,68.62,30.83,15.98,30.22,11.14
16834,40.63,186.56,40.71,35.0,70.79,34.25,16.81,33.53,11.81
16836,40.94,201.3,40.79,37.2,72.13,35.12,16.93,33.09,13.11
16841,42.64,210.32,41.73,34.76,70.75,37.32,16.06,32.23,13.07
16843,42.28,210.32,42.8,34.84,70.55,35.08,17.13,33.17,14.17
16849,42.01,189.42,40.98,35.67,67.44,36.69,16.97,30.34,12.8
16850,35.91,140.36,35.39,33.54,67.52,30.08,16.06,30.97,11.22
16853,36.61,126.06,34.02,32.95,62.17,29.84,15.35,29.43,11.02
16859,40.47,167.2,37.87,35.59,68.66,32.44,15.31,32.46,11.93
16864,40.04,186.78,39.76,33.9,69.17,35.31,16.65,30.93,12.6
16870,34.84,129.14,34.29,32.64,66.3,28.86,15.12,29.94,10.71
16877,40.71,186.56,40.39,34.37,67.48,35.98,15.35,30.5,11.61
16878,43.27,204.82,40.47,36.69,71.54,38.19,16.85,32.11,12.4
16885,35.98,136.62,33.5,33.39,66.06,27.76,14.65,29.91,11.06
16892,41.77,195.8,40.16,35.94,70.79,33.78,16.97,33.17,12.68
16894,40.35,167.86,37.36,34.33,67.01,30.91,15.71,30.5,12.52
16895,39.21,164.12,37.6,34.06,70.59,32.28,15.79,32.62,11.06
16903,35.12,140.36,34.88,34.76,66.69,30.75,15.28,30.73,11.42
16930,36.97,147.84,36.85,32.52,66.85,30.55,15.63,30.1,11.02
16932,41.3,214.5,42.72,38.19,72.99,34.72,17.95,33.37,12.4
16935,37.95,181.5,40.63,35.0,70.71,31.81,15.59,32.07,11.3
16943,44.96,213.62,41.1,37.24,73.15,37.99,18.43,33.69,13.03
16953,41.81,218.9,44.02,36.85,72.52,36.73,17.24,33.76,13.58
16961,38.23,167.42,36.61,35.2,68.19,33.78,15.71,30.89,11.5
16964,35.55,142.12,35.59,32.95,67.8,29.29,15.12,29.79,10.63
16966,35.79,138.6,35.08,31.54,65.94,29.45,15.35,30.3,11.3
16977,37.28,170.06,38.03,35.16,71.22,31.38,16.22,32.86,11.81
16980,39.53,177.54,39.49,37.13,72.87,31.18,15.91,33.45,12.6
16981,36.34,135.52,34.45,35.08,69.21,30.0,14.72,33.69,10.94
16989,35.47,144.76,36.57,33.98,66.69,30.47,15.35,30.89,11.22
16995,36.54,170.28,38.39,32.44,68.11,32.2,16.26,31.01,12.91
17027,36.22,148.94,36.14,33.98,68.5,30.94,15.47,31.83,11.61
17028,38.27,161.92,36.06,37.68,73.5,32.68,15.91,36.28,11.81
17056,39.61,158.62,37.52,33.94,63.5,32.95,16.46,28.25,11.69
17087,40.28,185.02,39.61,34.92,68.27,35.43,17.64,32.43,13.43
17116,35.43,158.4,36.97,35.0,69.41,29.45,15.67,32.07,11.42
17117,35.75,145.2,35.24,35.24,69.61,29.53,15.0,32.5,11.3
17118,38.27,175.34,38.62,34.84,70.47,32.09,16.69,33.88,12.95
17121,46.06,229.46,43.54,37.56,70.0,39.88,17.13,33.17,13.46
17125,37.48,162.8,37.44,34.92,71.06,30.98,15.24,33.21,12.01
17131,33.07,135.74,34.88,34.76,68.27,26.61,14.41,32.98,12.09
17147,39.69,190.52,38.9,36.3,73.54,33.19,17.17,33.57,12.68
17156,40.16,172.7,38.19,34.84,68.74,33.62,16.38,32.27,11.38
17162,34.49,122.98,35.71,28.78,58.94,29.06,15.71,25.57,11.3
17164,37.91,158.18,37.2,33.46,68.82,31.93,15.67,31.28,11.34
17169,46.46,245.08,44.65,37.28,73.5,37.2,18.46,33.84,13.86
17262,39.02,171.6,39.25,32.91,65.75,34.29,15.55,30.54,11.73
17267,44.13,246.62,43.78,36.38,71.97,42.2,19.09,31.32,13.98
17285,35.67,159.28,39.65,33.74,69.21,29.25,15.35,31.2,11.14
17288,40.04,165.0,37.76,33.78,65.87,34.57,15.67,30.54,11.97
17290,38.62,184.8,39.29,36.02,72.05,31.38,16.14,33.72,11.5
17294,40.75,183.92,39.76,36.46,73.19,31.89,16.22,34.51,12.13
17306,36.34,154.22,36.65,34.45,68.43,32.6,15.31,31.56,11.34
17309,37.36,153.78,36.06,34.33,65.28,33.23,15.75,30.85,11.57
17329,32.91,125.62,32.52,32.87,64.49,26.54,14.53,31.52,10.91
17370,41.02,185.46,39.84,36.93,69.65,32.72,15.98,31.99,12.76
17371,36.14,156.2,36.06,35.47,70.71,29.53,15.51,34.71,12.01
17382,36.89,140.58,35.91,32.17,65.28,30.59,15.47,30.22,10.83
17383,39.41,161.04,38.54,33.03,65.75,32.52,15.47,29.63,11.06
17455,37.28,155.76,36.18,34.65,73.35,32.72,15.04,36.28,10.87
17561,37.52,158.4,37.56,32.01,65.71,34.57,15.98,29.2,11.77
17565,39.33,183.7,40.63,35.12,65.55,32.24,16.3,30.97,12.8
17595,35.83,135.3,35.2,32.87,66.97,29.53,15.28,30.89,10.71
17604,38.98,163.24,37.13,34.02,67.83,33.46,15.16,31.2,11.5
17606,41.42,174.9,39.33,34.41,68.66,33.82,16.1,31.68,11.42
17613,38.31,159.94,38.46,34.25,68.19,32.99,16.3,31.52,11.42
17623,39.92,192.28,40.98,36.06,70.55,33.27,16.06,34.0,12.28
17626,38.74,160.82,37.56,33.23,67.13,32.24,15.47,31.28,12.13
17655,35.47,156.2,38.27,34.25,69.88,29.69,15.83,32.5,10.98
17662,39.33,176.66,39.41,35.24,65.98,34.57,15.79,30.1,12.28
17673,40.2,183.48,40.24,36.34,69.49,32.48,14.92,32.94,11.77
17684,42.68,170.06,39.69,34.17,68.19,33.94,15.67,31.05,11.77
17689,37.48,187.0,39.33,39.8,80.39,29.88,15.59,39.2,11.54
17692,38.07,173.8,39.92,34.37,67.68,35.63,16.06,29.87,11.3
17697,42.56,183.7,39.61,34.41,69.09,36.89,16.38,30.93,11.34
17710,40.0,179.74,38.43,37.09,74.02,33.58,16.65,37.03,12.56
17720,37.87,193.6,39.25,37.32,74.02,31.81,16.61,35.65,13.03
17737,41.46,174.9,38.78,33.35,65.04,36.22,16.06,29.75,11.69
17745,44.65,209.22,42.56,34.72,69.57,38.35,16.14,30.93,12.24
18043,42.36,220.0,42.24,37.56,72.09,34.8,16.18,35.14,12.99
18062,41.26,201.3,41.61,36.02,72.13,36.85,16.14,32.58,12.52
18072,38.7,186.78,39.92,36.5,72.56,32.95,16.06,31.72,12.13
18081,42.68,217.36,42.72,37.72,72.83,38.78,16.61,33.92,12.99
18104,43.31,179.08,40.35,33.31,66.65,37.28,17.17,29.79,11.46
18105,42.8,223.08,44.61,36.02,73.07,38.54,17.28,33.49,12.68
18106,38.62,163.24,37.64,35.16,71.14,32.09,14.88,32.78,11.54
18125,40.35,187.22,40.63,35.28,70.71,33.07,15.71,32.78,11.81
18131,39.61,172.48,38.03,34.84,71.54,31.65,16.14,31.87,12.32
18137,34.88,128.7,34.45,34.57,67.13,27.36,14.72,31.56,10.63
18139,38.03,179.3,39.92,34.72,69.17,32.6,16.18,31.32,12.28
18150,37.44,155.32,36.38,35.75,68.39,31.89,15.43,33.8,10.91
18164,44.21,219.56,42.24,36.14,71.34,38.43,16.38,31.76,12.68
18176,34.88,139.48,36.85,33.66,66.97,31.14,15.28,30.89,11.14
18181,38.03,147.4,36.61,33.23,67.24,30.63,14.76,31.4,11.77
18203,44.53,223.52,44.41,36.06,70.08,38.58,16.89,30.65,12.32
18204,39.84,179.52,38.74,35.35,69.17,31.42,17.09,31.87,12.13
18214,44.49,210.1,42.72,35.71,70.28,36.34,17.32,31.09,12.32
18215,39.57,194.48,42.05,34.17,69.37,33.54,15.79,32.62,13.15
18223,40.31,184.8,41.14,34.21,65.67,34.84,14.88,30.26,12.4
18232,38.9,175.34,39.17,36.46,74.53,32.32,16.14,35.54,11.89
18240,36.89,137.5,35.39,32.4,65.75,29.61,14.92,30.93,11.34
18251,39.17,181.5,40.24,36.5,71.89,32.28,16.02,32.66,11.61
18305,37.76,165.0,36.54,35.94,72.76,32.09,16.38,34.39,12.6
18335,38.39,170.06,40.0,33.98,67.01,32.6,16.26,30.73,11.1
18345,35.71,161.7,36.85,36.18,72.48,29.57,16.26,34.71,11.77
18356,35.04,139.04,34.96,34.72,65.91,29.8,14.61,30.69,11.02
18362,38.15,177.98,40.35,34.13,67.91,34.61,16.57,30.38,12.6
18375,40.31,168.52,37.36,34.25,68.11,33.86,15.2,31.01,12.01
18381,40.47,171.38,36.1,34.92,66.97,33.78,16.57,33.21,13.43
18384,37.48,166.32,38.35,33.78,67.87,33.03,15.59,29.71,11.97
18385,38.54,180.62,41.46,36.06,70.31,32.87,16.38,33.8,12.13
18391,39.57,178.86,39.45,35.28,69.84,31.18,15.04,32.54,12.4
18393,43.94,223.3,44.25,36.3,68.74,36.73,16.81,31.2,13.58
18401,44.37,217.58,44.45,34.02,67.01,40.04,17.8,29.75,13.19
18412,38.74,181.72,39.41,36.1,72.64,34.53,16.54,34.28,11.5
18415,40.31,181.06,39.61,36.46,69.84,33.74,15.43,33.76,12.4
18416,41.97,172.7,37.83,34.84,69.96,35.08,16.1,31.24,12.05
18425,42.52,187.22,40.2,33.98,67.68,35.47,17.4,29.2,13.43
18436,38.5,168.74,39.33,35.55,69.13,31.46,15.35,31.13,11.81
18437,36.42,148.06,36.34,31.97,66.61,29.76,15.39,31.17,11.97
18438,40.43,201.52,41.85,36.73,70.24,33.46,17.01,31.99,13.19
18459,36.97,161.26,37.05,35.94,74.88,30.51,15.43,36.52,11.14
18463,37.36,168.08,38.74,34.76,71.02,31.06,15.63,31.48,11.73
18465,37.68,170.06,38.74,34.61,69.09,31.73,16.02,32.19,12.2
18477,38.62,148.06,35.63,35.2,68.35,29.8,15.08,30.61,12.36
18478,35.79,150.48,37.64,33.39,66.54,31.93,15.0,30.69,11.34
18488,34.29,128.7,32.28,33.31,68.31,27.52,14.37,31.4,10.55
18491,41.89,178.64,40.2,34.53,68.7,33.7,15.35,32.31,11.26
18502,43.27,187.88,40.28,33.23,66.93,36.3,16.93,29.2,12.52
18516,40.94,205.48,42.91,34.96,70.31,35.16,17.17,31.32,12.52
18521,41.5,224.62,43.9,36.26,72.2,34.96,15.83,32.31,13.58
18532,40.75,190.3,40.08,36.06,69.06,34.96,17.17,32.27,12.48
18547,39.57,196.24,40.31,37.6,72.13,32.32,16.81,34.67,12.8
18550,32.8,129.14,34.65,32.36,64.09,28.94,14.96,29.51,11.61
18565,35.08,126.94,33.78,32.91,66.14,27.52,14.29,30.42,10.75
18588,40.51,176.0,39.45,34.21,68.03,35.2,15.43,31.36,11.61
18591,38.86,168.3,38.5,35.43,69.61,32.95,16.65,33.69,12.4
18596,40.47,184.8,38.03,36.38,72.44,31.85,17.4,35.65,13.03
18600,38.27,182.16,40.98,35.83,68.54,32.01,16.34,33.84,12.05
18637,41.89,194.04,39.61,37.6,72.56,36.69,16.93,35.5,12.13
18675,36.38,156.86,36.65,32.32,65.24,30.63,15.83,29.08,11.81
18681,40.67,203.28,42.28,36.85,73.31,34.61,16.18,34.43,11.57
18687,35.98,155.76,35.91,35.0,70.35,30.31,15.0,34.31,11.42
18694,38.27,185.24,39.53,35.71,72.24,35.51,15.55,32.46,12.2
18695,37.36,153.56,36.06,35.08,69.92,30.67,15.55,33.65,11.46
18696,37.72,187.22,38.78,35.98,71.89,33.43,16.73,32.54,12.91
18758,34.33,130.24,33.94,32.48,63.78,29.76,15.04,29.35,10.55
18802,36.97,154.66,36.42,36.3,72.72,28.82,15.43,33.96,12.28
18811,40.28,188.1,41.5,36.38,70.71,32.2,15.35,33.37,11.97
18823,40.94,200.42,40.67,35.16,71.57,37.09,17.36,31.83,12.6
18841,36.14,160.16,37.09,34.09,70.2,31.34,16.3,32.03,11.42
18847,34.76,141.9,35.91,33.58,67.2,28.43,15.87,31.17,11.65
18852,35.94,157.96,36.3,36.54,70.51,29.06,16.97,33.13,11.77
18882,31.57,112.42,32.17,30.75,63.58,25.98,14.69,28.69,10.43
18885,36.22,151.36,36.54,33.43,68.31,30.39,14.76,31.36,10.75
18936,37.87,164.56,38.43,35.31,69.41,29.65,15.35,31.6,11.34
18937,39.02,156.86,37.52,33.98,66.26,32.76,15.51,31.52,11.46
18939,36.18,143.22,37.01,34.65,67.87,31.61,14.88,31.36,10.55
18942,39.61,172.92,40.43,34.17,70.28,33.31,16.02,31.6,11.5
18944,36.06,143.66,35.16,33.27,66.65,29.72,15.16,30.65,12.13
18972,35.35,132.44,33.86,35.0,66.69,28.35,16.18,32.23,10.83
18999,37.32,158.4,37.95,33.62,67.64,32.28,15.75,32.39,11.69
19009,42.4,186.12,38.54,34.72,68.23,36.54,15.91,31.68,12.09
19011,36.18,139.26,37.4,33.62,63.5,32.32,14.96,29.67,10.59
19017,35.51,158.84,38.07,36.14,69.92,31.81,15.16,34.2,11.54
19030,36.73,144.32,35.51,33.27,66.93,28.86,15.43,31.68,11.89
19046,36.89,158.18,37.24,33.23,67.13,31.97,16.26,29.79,11.42
19056,38.86,183.48,40.71,34.57,69.13,34.06,17.24,31.09,12.44
19061,39.61,172.92,37.13,36.14,72.83,34.33,16.57,33.84,11.3
19067,38.15,177.76,38.86,34.96,70.28,33.11,15.83,32.78,11.73
19091,34.53,139.26,36.81,31.85,66.46,28.46,15.63,30.81,11.61
19092,35.98,140.14,35.39,32.4,65.39,29.45,14.76,29.08,10.94
19100,41.14,194.92,40.35,37.05,72.05,36.26,16.93,33.53,12.17
19110,38.19,188.54,39.96,36.61,75.2,31.22,16.81,35.93,11.81
19125,38.74,172.26,38.74,35.08,69.37,31.22,16.89,30.89,12.56
19139,41.85,199.98,39.09,36.3,72.2,32.52,16.06,34.98,13.46
19144,35.59,146.74,35.94,35.0,69.57,29.29,15.98,31.2,11.89
19160,37.64,164.34,37.17,34.57,67.17,31.93,16.06,31.48,12.09
19177,39.41,179.74,39.09,35.75,69.88,34.57,16.73,32.54,12.01
19178,34.17,138.16,34.53,33.82,66.65,28.74,15.55,31.28,11.61
19180,37.36,144.32,36.02,32.48,65.87,29.65,15.2,28.88,10.75
19181,35.83,139.26,35.24,33.15,67.52,29.49,15.63,31.01,11.18
19195,37.01,159.06,37.52,34.41,68.78,30.67,15.63,32.78,11.42
19209,36.3,154.22,36.22,34.21,70.35,29.09,15.55,34.04,11.69
19214,43.46,207.24,41.89,35.04,68.62,37.17,17.52,31.91,12.6
19236,39.92,174.68,38.98,34.21,66.65,36.46,15.47,31.6,11.61
19242,40.2,196.24,41.38,35.04,69.37,32.09,17.24,31.36,13.39
19244,40.08,167.2,37.4,34.06,67.28,34.96,16.85,29.94,12.05
19344,39.57,187.66,38.86,37.13,71.26,32.87,15.94,35.81,12.56
19399,36.14,143.66,35.43,32.6,66.69,30.31,16.57,29.47,10.94
19400,40.16,190.74,41.57,36.18,69.84,35.94,16.26,32.35,11.65
19418,38.03,163.9,38.03,34.92,70.39,30.08,16.06,32.15,12.09
19448,41.06,207.46,40.83,36.69,72.72,35.16,16.93,33.69,13.03
19469,39.06,174.02,39.57,35.04,69.25,32.6,15.51,33.17,12.76
19477,37.17,151.8,36.85,33.03,67.91,30.47,15.51,31.09,11.42
19479,38.78,172.04,37.09,35.08,70.67,32.48,15.51,33.8,12.05
19484,37.99,167.64,37.52,35.63,70.12,32.28,16.69,32.58,11.22
19489,40.67,187.0,40.51,35.28,67.13,35.08,16.34,32.03,13.35
19497,37.13,156.86,37.28,35.08,69.61,30.75,16.14,32.74,11.54
19511,34.53,123.64,33.39,34.02,65.51,27.72,14.88,29.87,11.22
19513,39.69,178.86,40.79,33.78,68.66,35.71,16.38,30.26,11.5
19518,45.08,215.6,41.69,36.89,73.15,38.39,17.32,34.2,12.8
19579,39.84,189.86,39.69,36.18,73.62,34.49,16.22,34.55,12.13
19601,37.8,150.48,35.75,35.67,69.88,30.91,15.28,31.87,12.28
19636,42.91,202.4,42.72,35.04,69.41,35.2,16.57,31.28,12.76
19647,42.36,196.02,42.28,35.31,69.76,36.3,16.22,31.52,12.09
19656,38.9,180.62,38.39,36.77,73.54,31.73,16.34,35.61,12.6
19731,40.12,185.68,41.73,35.51,71.85,32.4,15.91,33.17,11.77
19732,37.44,157.52,35.87,32.17,68.58,32.6,16.42,30.57,11.06
19870,36.61,145.64,35.31,36.42,72.24,29.8,15.28,35.14,11.22
19983,41.34,191.4,40.43,33.39,68.03,35.24,16.34,31.28,12.68
19985,37.52,142.34,36.14,31.89,62.99,32.05,14.69,29.31,11.02
19986,38.66,171.82,40.43,35.28,69.37,30.98,15.98,32.46,11.61
19995,39.02,198.44,40.0,37.36,72.64,33.43,17.83,34.0,12.91
19999,41.69,202.4,41.26,36.81,71.73,36.26,17.05,33.09,12.68
20003,41.14,186.34,40.35,35.63,69.65,34.25,15.67,31.87,11.38
20052,43.7,232.98,45.35,36.42,69.69,36.38,16.18,32.98,13.78
20060,41.61,175.78,38.78,34.88,69.49,34.21,16.38,31.83,11.81
20069,37.13,161.04,37.4,35.31,69.25,32.36,15.47,32.7,11.1
20070,36.65,131.12,34.13,32.91,64.8,28.23,15.51,29.63,11.38
20071,39.92,163.46,39.02,34.45,67.83,31.3,14.88,31.76,11.1
20073,39.09,171.38,38.66,36.02,68.62,32.13,15.91,32.86,12.32
20081,37.24,160.6,37.76,34.33,68.39,30.43,15.87,30.18,11.1
20097,40.75,195.8,40.35,36.73,71.3,33.94,16.18,33.8,12.99
20100,38.98,167.86,38.66,33.58,67.83,31.81,15.39,29.51,11.93
20118,38.86,172.48,39.29,33.74,67.36,32.32,15.87,29.31,11.81
20119,37.87,162.14,37.68,34.06,68.7,31.26,16.06,30.14,12.4
20159,34.25,136.18,35.51,31.81,63.58,29.57,15.47,30.18,11.1
20188,38.31,168.3,37.68,35.39,69.88,30.43,15.91,32.31,12.2
20197,41.61,174.68,40.98,34.65,66.42,36.14,15.2,30.02,11.57
20205,39.61,178.64,38.66,34.96,70.31,33.19,15.79,31.48,11.69
20366,34.49,118.36,33.31,32.83,64.84,27.56,14.84,30.42,10.12
20387,41.02,178.64,39.53,34.69,69.49,35.16,15.12,31.48,11.22
20411,39.13,173.14,39.13,36.18,70.67,32.44,16.02,32.86,11.3
20423,39.61,166.98,39.8,32.99,65.79,33.5,16.14,29.63,11.81
20424,37.91,163.46,37.87,35.63,71.85,30.63,15.28,32.82,11.69
20435,40.43,198.0,41.42,38.19,73.98,33.27,16.38,35.61,12.05
20436,35.63,139.26,35.67,33.66,66.73,30.12,15.43,30.14,11.42
20437,40.47,178.2,39.13,35.83,69.61,34.06,16.06,32.62,11.77
20438,39.65,171.38,39.61,35.12,68.27,33.39,15.87,32.98,12.09
20439,39.37,170.28,39.06,33.7,64.92,33.66,16.69,28.8,12.52
20441,39.69,201.3,40.75,36.54,72.76,33.94,17.09,34.71,13.27
20442,38.07,165.88,37.6,36.54,72.32,32.2,16.06,34.94,11.34
20450,40.47,206.14,41.22,37.4,70.55,37.24,17.4,34.83,12.4
20452,39.65,165.66,38.43,33.66,68.66,32.64,14.72,31.17,11.1
20453,31.38,109.56,33.31,31.46,65.04,25.71,14.41,30.34,9.17
20494,38.11,148.06,36.5,31.5,62.83,33.03,15.91,27.19,11.02
20495,45.79,240.24,44.41,36.42,72.6,39.25,17.4,33.37,12.6
20497,44.02,218.24,40.31,35.12,71.69,39.92,17.24,31.8,13.03
20503,36.89,150.7,38.11,33.5,65.2,32.68,15.47,28.84,11.22
20505,41.06,177.1,39.61,34.84,67.8,34.25,16.02,30.77,12.6
20516,38.7,170.72,37.8,34.92,71.02,32.4,15.67,32.94,11.97
20520,40.12,159.5,37.8,33.35,66.22,33.62,15.28,30.93,11.77
20525,38.58,196.9,41.73,35.43,71.65,32.64,16.73,32.54,12.32
20529,39.21,171.38,39.06,35.0,67.76,33.9,16.65,30.61,12.36
20549,39.61,185.24,40.63,35.31,68.9,33.74,15.98,31.91,12.01
20571,38.78,168.74,39.06,33.62,66.69,32.6,16.02,30.14,11.73
20575,36.54,152.02,37.95,34.13,67.4,30.98,16.02,29.75,11.22
20580,39.69,186.56,39.8,37.91,70.91,33.03,16.77,35.3,13.07
20583,38.9,169.62,37.56,33.46,67.44,31.42,16.1,30.57,11.81
20585,32.05,117.92,33.5,33.5,68.31,26.38,13.82,32.66,9.33
20586,42.2,184.8,40.63,34.61,67.01,37.17,16.46,29.28,12.28
20609,38.27,157.08,37.8,34.49,67.72,31.1,15.87,30.77,12.6
20635,40.47,187.44,40.43,35.24,68.23,34.17,15.67,31.68,12.6
20651,38.7,166.54,37.56,35.83,72.36,33.15,16.38,35.22,11.42
20655,39.57,181.06,38.94,35.04,69.49,36.14,16.5,32.62,11.81
20657,37.05,150.48,36.73,35.59,72.32,28.82,14.41,33.92,11.5
20667,35.08,131.12,35.55,33.15,67.09,27.87,15.55,31.01,11.02
20674,37.4,154.44,36.46,34.61,66.93,30.0,15.43,31.24,11.93
20696,34.72,135.3,35.2,34.33,67.8,28.11,14.69,32.27,10.83
20703,34.84,130.46,33.19,33.86,67.4,28.62,14.88,31.56,11.06
20704,39.21,188.1,39.53,35.51,70.67,32.68,16.14,34.43,12.28
20705,35.67,132.66,34.57,33.78,67.8,28.31,15.08,32.46,11.02
20714,35.39,145.2,35.08,33.43,68.58,29.13,14.88,30.69,11.5
20730,38.11,161.04,37.64,34.92,71.1,31.02,15.83,32.58,12.28
20735,40.31,179.74,38.58,35.75,69.02,32.76,16.3,32.58,13.35
20770,44.49,197.78,40.79,35.39,69.06,38.39,16.61,31.76,11.89
20843,37.64,175.78,39.13,36.89,72.72,33.78,16.73,34.24,11.97
20849,37.56,176.88,38.31,36.38,76.38,30.91,17.32,36.28,12.64
20865,37.8,171.6,39.13,35.39,71.02,35.12,16.34,32.9,10.98
20874,40.91,172.7,38.58,35.43,69.8,34.13,15.79,33.45,11.73
20878,37.17,164.34,37.64,34.49,67.64,31.46,15.75,33.21,12.36
20880,41.22,183.26,39.88,33.15,66.69,36.26,15.91,28.33,12.24
20896,37.56,162.8,36.77,35.71,71.14,31.18,14.96,33.45,11.3
20899,35.28,136.84,34.33,35.04,67.32,27.01,14.65,31.09,10.75
20916,37.17,185.46,39.88,35.67,71.06,35.51,16.3,34.91,11.57
20923,40.55,172.26,39.49,34.84,67.95,32.99,16.1,29.59,11.34
20932,47.64,229.46,43.46,37.68,72.48,40.67,17.24,34.2,12.76
20963,38.94,180.4,39.8,35.47,70.16,31.81,15.63,32.5,11.85
20965,39.17,201.96,42.52,37.76,73.03,33.54,17.05,35.81,12.28
20968,35.59,143.66,36.65,34.13,67.6,28.7,14.76,30.81,11.22
20969,39.06,185.24,39.61,36.69,73.66,33.11,16.22,34.63,11.89
20970,38.78,152.68,36.02,35.24,68.78,32.48,15.98,32.31,11.97
20976,41.34,198.66,43.39,35.0,69.13,35.55,16.14,30.69,12.09
20980,41.22,190.96,40.71,33.98,68.43,34.41,16.42,31.13,12.4
20983,43.62,227.7,44.92,38.5,72.64,36.81,17.4,34.63,13.7
20984,37.64,149.38,37.13,34.61,67.64,31.46,16.3,30.38,11.18
21093,36.38,161.26,36.42,35.39,69.53,30.87,15.91,33.76,12.68
21101,43.66,217.14,42.52,37.68,73.7,37.83,16.22,34.91,12.64
21117,37.99,174.24,39.17,34.02,68.62,32.44,17.09,30.22,12.68
21131,37.24,168.3,39.13,35.12,67.95,32.28,16.5,30.61,12.2
