SUBJECT_NUMBER,Chest,Weight,Hip,Height,Waist,Inseam
26198,36.22,131.12,38.86,64.09,27.64,28.65
26199,35.51,145.64,39.84,67.64,28.23,32.19
26201,34.53,144.32,40.43,64.17,27.87,30.18
26203,37.17,139.92,38.94,62.44,29.69,28.65
26205,35.08,148.28,39.57,65.47,29.45,30.57
26206,35.04,123.2,37.8,61.22,26.14,28.65
26207,32.52,108.02,34.92,62.72,25.12,29.63
26209,35.63,135.96,37.6,62.52,28.5,29.71
26212,42.48,181.5,43.74,67.87,31.5,31.05
26213,38.9,162.58,41.5,64.45,32.48,29.75
26217,33.66,126.28,37.48,65.16,26.5,28.49
26218,40.91,165.0,41.93,63.23,31.61,28.25
26222,35.83,132.0,37.48,62.48,27.28,29.16
26223,37.09,149.82,39.37,64.57,29.84,29.91
26224,41.06,208.12,46.81,68.9,35.08,32.58
26225,32.95,140.8,39.72,65.39,27.99,28.76
26226,37.48,154.88,39.84,65.2,28.66,29.35
26228,34.53,140.8,40.55,62.99,27.36,29.39
26229,33.98,119.46,36.42,63.31,25.47,27.98
26231,33.78,118.36,37.01,61.18,25.91,26.99
26233,36.73,151.36,38.74,62.4,30.63,28.88
26234,32.99,120.34,34.61,67.17,26.06,32.5
26236,37.99,144.1,39.09,62.56,31.38,27.46
26238,37.91,173.58,43.15,64.61,32.56,30.42
26239,31.73,111.32,34.25,65.43,25.39,31.36
26240,36.81,152.68,38.7,66.77,27.24,31.76
26241,32.6,116.82,35.12,62.4,27.2,27.82
26242,31.81,115.5,36.34,63.15,25.31,29.16
26243,34.72,125.4,38.07,60.39,26.42,27.27
26244,32.99,122.76,37.09,63.82,27.09,29.16
26245,38.03,152.9,40.31,65.94,30.24,30.1
26246,35.16,130.46,36.93,62.68,28.94,30.1
26247,32.2,117.7,35.28,66.22,27.05,30.85
26248,35.67,141.9,39.13,62.6,28.94,28.21
26249,35.43,136.84,40.04,61.73,29.33,28.65
26250,32.91,128.04,37.72,63.82,28.54,30.97
26251,34.65,141.24,40.47,60.94,29.84,28.09
86793,37.6,186.12,42.4,71.3,29.45,32.58
